codigo,prompt_ia,descripcionNueva
8355,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Kyocera Tk-1175 Premium-2040. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8356,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Ibh Kyo Tk-1132 (1030mfp/2030. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8369,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z  Algodon X 500 Grs. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8370,"Escribe una descripción comercial para una tienda de informática sobre el producto: Ampliacion Monto De Facturacion. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8375,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z  Mate Cocido X 100 Unidades. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8376,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Kyocera Tk-1162  -7 2k- Leon. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8377,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lector 3ns Sc-050    1d- C/soporte. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8378,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z  Alcohol Puro X 500c Grad.70*. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8379,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lector Hasar Lcb-hasccd USB Mano S/pie. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8396,"Escribe una descripción comercial para una tienda de informática sobre el producto: Drum Brother   1060 - Bj. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8397,"Escribe una descripción comercial para una tienda de informática sobre el producto: Contadora De Billetes Daihatsu D-cb100. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8398,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z  Alcohol Gel Neutro Bialcohol X500. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8399,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z  Cinta Aislador De Pvc 3m 19x20x0 18. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8401,"Escribe una descripción comercial para una tienda de informática sobre el producto: Lector Global 1d USB. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8402,"Escribe una descripción comercial para una tienda de informática sobre el producto: Toner Samsung  111l  Office   1.8k. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8406,"Escribe una descripción comercial para una tienda de informática sobre el producto: Impresora Laser Sam 2165 N*c00k37- Usada. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8407,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z  Aceite Wd40 311grs. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8408,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tesoro 1010r Cerradura Y 1 Est  C/ranura. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8409,"Escribe una descripción comercial para una tienda de informática sobre el producto: Tesoro 1020r Cerradura Y1 Estan C/ranura. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8411,"Escribe una descripción comercial para una tienda de informática sobre el producto: Estabilizador Sic  Usado- N*2034. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8417,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z  Cables De Tester. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8418,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8419,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z  Bolsas Ppp 35x45 X 100 Unidades. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8420,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z  Tubo 15cm X 80 Micrones X 1 Kilo. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8421,"Escribe una descripción comercial para una tienda de informática sobre el producto: Z  Bolsita Ppp 13x20 X200 Unidades. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8424,"Escribe una descripción comercial para una tienda de informática sobre el producto: Contadora Clasificad  Eli-. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8425,"Escribe una descripción comercial para una tienda de informática sobre el producto: Pistola Encoladora Phm-std 80 W. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
8426,"Escribe una descripción comercial para una tienda de informática sobre el producto: Pistola Encoladora Phm- Std 40w. Debe parecer escrita por un humano, clara, profesional y orientada a ventas. Primero un párrafo corto y luego características en líneas separadas.",
